date,rf_dly,mktrf,VMG,SMB,PMO
20100916,0.0096,-1.86,0.35,-0.72,0.18
20100917,0.0096,-0.03,0.1,-0.09,0.59
20100920,0.0096,-0.62,0.5,-0.6,0.81
20100921,0.0096,0.13,0.55,-0.17,0.08
20100927,0.0096,1.67,-1.13,0.46,-1.32
20100928,0.0096,-0.64,-1.49,-0.13,-0.12
20100929,0.0096,-0.24,0.3,-0.93,0.7
20100930,0.0096,1.66,0.5,-0.34,-0.56
20101008,0.0124,3.16,0.19,-1.11,-0.85
20101011,0.0124,2.21,1.58,-1.12,0.31
20101012,0.0124,1.22,0.39,-0.9,-0.87
20101013,0.0124,0.68,0.86,0.29,0.11
20101014,0.0124,-0.06,0.82,-3.06,1.01
20101015,0.0124,2.52,1.11,-2.26,-0.01
20101018,0.0124,-0.76,1.15,0.32,2.06
20101019,0.0124,1.98,-0.96,0.47,-1.05
20101020,0.0124,0.25,-0.28,-0.55,-1.7
20101021,0.0124,-0.21,-0.61,0.67,-1.36
20101022,0.0124,0.05,-0.62,0.64,-0.68
20101025,0.0124,2.81,-0.37,-0.74,-1.02
20101026,0.0124,-0.13,-0.32,0.97,-0.58
20101027,0.0124,-1.51,-0.1,0.82,0.68
20101028,0.0124,-0.18,-0.26,0.44,0.2
20101029,0.0124,-0.16,-1.11,0.86,-1.07
20101101,0.0093,2.74,-0.45,-0.14,-0.58
20101102,0.0093,-0.42,-0.72,0.17,-0.23
20101103,0.0093,-1.02,1.06,0.15,0.52
20101104,0.0093,1.95,-0.98,0.11,-0.78
20101105,0.0093,1.3,0.16,0.2,0.13
20101108,0.0093,1.11,0.27,1.12,1.2
20101109,0.0093,-0.48,-0.37,0.56,1.33
20101110,0.0093,-0.31,-0.88,0.17,1.14
20101111,0.0093,0.68,1.38,-1.36,-1.25
20101112,0.0093,-5.55,0.49,-0.99,1.11
20101115,0.0093,1.19,0.23,1.01,2.91
20101116,0.0093,-4.04,-0.27,0.39,2.17
20101117,0.0093,-2.39,1.18,-0.84,-0.59
20101118,0.0093,1.24,0.02,0.09,-0.31
20101119,0.0093,1.3,-0.57,1.02,1.84
20101122,0.0093,0.23,-0.83,0.81,1.59
20101123,0.0093,-1.85,0.84,0.33,1.55
20101124,0.0093,1.56,-0.83,0.96,-0.31
20101125,0.0093,1.14,-0.13,0.18,-1.6
20101126,0.0093,-0.84,-0.07,0.49,0.21
20101129,0.0093,-0.1,0.27,0.39,1.06
20101130,0.0093,-1.83,0.47,-0.99,-0.65
20101201,0.0093,-0.18,0.03,0.47,0.46
20101202,0.0093,0.49,0.27,0.3,-0.12
20101203,0.0093,-0.14,0.59,-0.55,0.34
20101206,0.0093,0.12,1.38,-1.31,-0.72
20101207,0.0093,1.1,-0.34,-0.02,0.02
20101208,0.0093,-0.77,-0.14,0.49,0.01
20101209,0.0093,-1.61,0.25,-0.43,0.17
20101210,0.0093,1.27,-0.1,-0.01,-0.29
20101213,0.0093,3.19,0.17,-0.38,-0.75
20101214,0.0093,0.36,-0.64,0.89,0.22
20101215,0.0093,-0.5,-0.01,0.26,0.18
20101216,0.0093,-0.39,0.07,0.44,0.21
20101217,0.0093,-0.15,0.01,0.41,0.07
20101220,0.0093,-1.5,-0.46,0.16,0.14
20101221,0.0093,1.79,1.02,-0.4,0.21
20101222,0.0093,-0.92,-0.14,0.04,-0.09
20101223,0.0093,-1.15,0.61,-0.73,-0.07
20101224,0.0093,-1.1,0.88,-0.42,0.28
20101227,0.0093,-2.17,0.97,-0.72,0.12
20101228,0.0093,-1.84,0.44,-0.51,-0.26
20101229,0.0093,0.86,-0.5,0.59,0
20101230,0.0093,0.21,-0.02,-0.04,-0.44
20101231,0.0093,2.1,-0.31,-0.18,-0.33
20110104,0.0115,1.61,0.1,0.08,-0.72
20110105,0.0115,-0.39,-0.05,0.79,0
20110106,0.0115,-0.6,-0.43,0.27,0.09
20110107,0.0115,0.11,0.92,-0.38,0.6
20110110,0.0115,-1.99,0.63,-0.57,-0.07
20110111,0.0115,0.23,0.77,-0.51,-0.49
20110112,0.0115,0.52,0.45,0.34,0.26
20110113,0.0115,0.2,0.14,-0.37,0.05
20110114,0.0115,-1.47,0.77,-0.14,0
20110117,0.0115,-3.41,0.35,-0.96,0.15
20110118,0.0115,0.08,-0.15,0.21,0.28
20110119,0.0115,2.02,-0.46,0.23,-0.86
20110120,0.0115,-3.14,-0.11,-0.23,0.58
20110121,0.0115,1.17,0.51,-0.11,-0.29
20110124,0.0115,-1.18,0.98,-0.47,-0.02
20110125,0.0115,-0.85,0.92,-0.84,0.87
20110126,0.0115,1.31,-0.41,0.22,-0.3
20110127,0.0115,1.62,-0.18,-0.26,-0.35
20110128,0.0115,0.34,-0.63,0.61,-0.18
20110131,0.0115,1.27,0.21,0.27,-0.72
20110201,0.0148,0.22,-0.37,0.06,0
20110209,0.0148,-0.97,-0.62,0.84,-0.23
20110210,0.0148,1.9,-0.16,0.74,0.42
20110211,0.0148,0.51,0.09,0.49,0.05
20110214,0.0148,2.54,0.51,-0.87,-0.04
20110215,0.0148,-0.05,-0.51,0.1,-0.52
20110216,0.0148,1.03,-0.08,0.7,-0.08
20110217,0.0148,0.12,-0.68,0.23,0.11
20110218,0.0148,-0.99,0.15,0.38,0.18
20110221,0.0148,1.32,-0.29,0.84,-0.36
20110222,0.0148,-2.62,-0.19,-0.14,0.59
20110223,0.0148,0.35,-0.43,0.92,0.42
20110224,0.0148,0.51,-0.35,0.12,0.14
20110225,0.0148,0.01,-0.38,0,0.15
20110228,0.0148,0.98,0.18,0.49,-0.55
20110301,0.0109,0.41,-0.08,0.04,0.07
20110302,0.0109,-0.28,0.36,0.13,0.34
20110303,0.0109,-0.71,0.74,-0.82,0.46
20110304,0.0109,1.34,0.1,0.03,-0.45
20110307,0.0109,1.8,0.39,-0.57,-0.46
20110308,0.0109,0.15,-0.42,0.48,-0.16
20110309,0.0109,0.09,-0.17,0.21,-0.11
20110310,0.0109,-1.39,-0.11,0.98,-0.04
20110311,0.0109,-0.72,-0.12,0.68,0
20110314,0.0109,0.3,0.06,0.6,0.37
20110315,0.0109,-1.48,0.06,0.39,0.09
20110316,0.0109,1.17,-0.68,-0.24,0.11
20110317,0.0109,-1.31,0.5,-0.38,0.12
20110318,0.0109,0.37,-0.09,0.33,-0.07
20110321,0.0109,-0.12,0.47,-0.21,0.03
20110322,0.0109,0.26,0.25,-0.22,-0.07
20110323,0.0109,1.06,-0.09,0.1,-0.22
20110324,0.0109,-0.1,-0.12,0.46,0.06
20110325,0.0109,0.96,0.31,-0.26,0.06
20110328,0.0109,-0.07,-0.2,-0.17,0.26
20110329,0.0109,-1.12,0.24,-0.32,0.61
20110330,0.0109,-0.24,0.16,-1.06,0.07
20110331,0.0109,-0.9,0.04,-0.46,0.13
20110401,0.0137,1.27,0.34,0.17,-0.71
20110406,0.0137,0.8,0.63,-0.73,-0.5
20110407,0.0137,0.3,-0.19,0.36,-0.34
20110408,0.0137,0.77,-0.37,0.14,-0.11
20110411,0.0137,-0.39,-0.35,-0.66,0.08
20110412,0.0137,-0.14,-0.19,0.14,0.13
20110413,0.0137,1.04,0.48,0.09,0.08
20110414,0.0137,-0.27,-0.17,0.11,0.54
20110415,0.0137,0.15,0.26,0,0.06
20110418,0.0137,0.13,0.07,0.42,-0.62
20110419,0.0137,-1.7,-0.47,0.68,0.37
20110420,0.0137,0.28,-0.09,0.26,0.55
20110421,0.0137,0.62,0.27,0,-0.21
20110422,0.0137,-0.56,-0.16,-0.15,0.06
20110425,0.0137,-1.61,0.71,-0.54,0.48
20110426,0.0137,-0.93,0.5,-0.75,-0.26
20110427,0.0137,-0.57,0.43,-0.61,0.05
20110428,0.0137,-1.61,1.17,-1.65,0.5
20110429,0.0137,0.97,-0.75,0.23,-0.61
20110503,0.013,0.73,-0.34,0.94,-0.6
20110504,0.013,-2.29,-0.29,0.14,0.51
20110505,0.013,0.2,0.25,0.41,0.34
20110506,0.013,-0.13,-0.53,0.58,0.13
20110509,0.013,0.34,-0.3,0.43,0.2
20110510,0.013,0.57,-0.42,0.11,-0.77
20110511,0.013,-0.17,-0.03,0.62,-0.4
20110512,0.013,-1.39,0.08,0.11,-0.51
20110513,0.013,0.82,0.25,-0.01,-0.01
20110516,0.013,-0.66,-0.09,0.8,0.13
20110517,0.013,0.1,0.31,-0.74,0.57
20110518,0.013,0.66,0.13,-0.12,-0.02
20110519,0.013,-0.46,0.23,0.02,0.19
20110520,0.013,-0.11,0.17,-0.16,-0.19
20110523,0.013,-3.11,0.23,-0.56,0.66
20110524,0.013,-0.2,-0.3,0.11,-0.2
20110525,0.013,-1.06,0,0.03,-0.28
20110526,0.013,-0.41,0.2,-0.48,-0.05
20110527,0.013,-1.11,0.75,-2.25,0.35
20110530,0.013,-0.28,0.95,-1.53,0.84
20110531,0.013,1.46,-0.14,0.65,-0.67
20110601,0.0126,0.42,-0.43,0.71,-0.32
20110602,0.0126,-1.45,-0.49,-0.21,-0.4
20110603,0.0126,1.16,-0.35,0.43,-0.01
20110607,0.0126,0.67,-0.27,0.22,-0.58
20110608,0.0126,0.24,-0.57,0.19,-0.2
20110609,0.0126,-1.74,0.05,-0.48,0.53
20110610,0.0126,0.21,-0.05,-0.02,0.04
20110613,0.0126,-0.26,-0.18,0.08,-0.08
20110614,0.0126,1.32,0.15,0.28,0.04
20110615,0.0126,-0.76,0.17,-0.1,-0.02
20110616,0.0126,-1.68,0.43,-0.54,0.65
20110617,0.0126,-0.85,0.92,-0.21,0.32
20110620,0.0126,-0.82,0.78,-0.36,-0.21
20110621,0.0126,1.08,0.42,0.54,-0.32
20110622,0.0126,0.03,0.06,-0.12,0.07
20110623,0.0126,1.66,0.29,0.23,0.27
20110624,0.0126,2.23,-0.19,0.07,0.25
20110627,0.0126,0.6,-0.71,0.74,0.17
20110628,0.0126,0.04,-0.18,0.09,-0.1
20110629,0.0126,-1.08,0.22,-0.17,0.57
20110630,0.0126,1.35,0.25,-0.11,-0.14
20110701,0.0137,0.04,-0.05,0.39,0.14
20110704,0.0137,2.05,-0.14,0.15,0.54
20110705,0.0137,0.21,-0.39,0.6,-0.12
20110706,0.0137,-0.09,-0.44,0.48,-0.07
20110707,0.0137,-0.45,-0.01,0.37,0.75
20110708,0.0137,0.06,0.03,-0.18,-0.26
20110711,0.0137,0.3,-0.09,0.63,0.06
20110712,0.0137,-1.64,0.29,0.12,0
20110713,0.0137,1.52,0.03,0.38,-0.03
20110714,0.0137,0.51,-0.15,0.45,0.34
20110715,0.0137,0.44,-0.57,0,0.46
20110718,0.0137,-0.12,-0.38,0.1,0.59
20110719,0.0137,-0.83,-0.03,-0.44,-0.04
20110720,0.0137,-0.05,0.1,0.32,0.02
20110721,0.0137,-1.04,0.23,-0.24,-0.14
20110722,0.0137,0.23,0.11,0.3,-0.03
20110725,0.0137,-3.17,0.79,-1.1,0.26
20110726,0.0137,0.51,0.06,0.04,0.19
20110727,0.0137,0.95,-0.49,0.64,0.2
20110728,0.0137,-0.45,-0.01,-0.05,0.33
20110729,0.0137,-0.48,0.38,-0.35,-0.29
20110801,0.0127,0.11,-0.29,0.38,0.16
20110802,0.0127,-0.82,-0.14,0.22,-0.08
20110803,0.0127,0.07,-0.07,0.3,-0.07
20110804,0.0127,0.21,0.02,0.23,-0.16
20110805,0.0127,-2.07,0.36,-0.32,0.2
20110808,0.0127,-3.9,0.97,-1.38,0.16
20110809,0.0127,-0.06,0.33,-0.39,-0.5
20110810,0.0127,1.03,-0.28,0.56,-0.21
20110811,0.0127,1.38,0.29,0.37,-0.53
20110812,0.0127,0.58,-0.63,0.66,0.11
20110815,0.0127,1.3,-0.06,0.39,0.13
20110816,0.0127,-0.75,-0.02,-0.01,0.21
20110817,0.0127,-0.3,0.04,0.18,0.18
20110818,0.0127,-1.67,-0.03,-0.09,0.5
20110819,0.0127,-0.94,0.08,0.07,-0.05
20110822,0.0127,-0.87,-0.09,0.61,0.38
20110823,0.0127,1.53,-0.07,0.3,-0.14
20110824,0.0127,-0.36,-0.25,0.26,-0.06
20110825,0.0127,2.69,0.44,-0.82,0.33
20110826,0.0127,-0.06,-0.37,0.47,-0.14
20110829,0.0127,-1.26,-0.37,0.51,-0.03
20110830,0.0127,-0.52,0.4,-0.3,0.43
20110831,0.0127,-0.09,0.51,-0.25,0.13
20110901,0.0134,-0.49,0.02,-0.04,0.16
20110902,0.0134,-1.1,0.15,-0.12,0.15
20110905,0.0134,-2.13,0.43,-0.32,0.32
20110906,0.0134,-0.54,0.1,-0.04,0.3
20110907,0.0134,1.98,-0.09,0.62,-0.59
20110908,0.0134,-0.74,0.03,-0.31,0.35
20110909,0.0134,-0.22,0.17,-0.07,0.35
20110913,0.0134,-1.21,0.59,-0.21,0.38
20110914,0.0134,0.61,-0.5,0.57,-0.02
20110915,0.0134,-0.03,-0.2,0.13,0.21
20110916,0.0134,0.12,-0.03,-0.13,-0.09
20110919,0.0134,-1.83,0.15,-0.23,0.45
20110920,0.0134,0.39,-0.05,0.3,-0.13
20110921,0.0134,2.73,-0.28,0.05,-0.1
20110922,0.0134,-2.84,0.06,-0.02,0.43
20110923,0.0134,-0.58,0.45,-0.15,0.54
20110926,0.0134,-1.65,0.11,0.29,0.82
20110927,0.0134,0.76,0.43,-0.38,0.14
20110928,0.0134,-1.06,0.54,-0.64,0.44
20110929,0.0134,-1.42,1.63,-2.04,0.92
20110930,0.0134,-0.22,0.3,-0.08,0.19
20111010,0.0182,-0.66,-0.13,0.34,-0.32
20111011,0.0182,-0.08,0.3,0.2,-0.03
20111012,0.0182,3.14,-0.17,0.29,-1.07
20111013,0.0182,0.86,-0.35,0.52,0.03
20111014,0.0182,-0.35,0.28,-0.07,-0.21
20111017,0.0182,0.37,0.04,0.06,-0.64
20111018,0.0182,-2.5,0.55,-0.58,0.67
20111019,0.0182,-0.38,0.18,-0.05,-0.11
20111020,0.0182,-2.22,0.29,-0.77,-0.37
20111021,0.0182,-0.83,0.57,-0.76,0.01
20111024,0.0182,2.2,0.4,-0.72,-0.64
20111025,0.0182,1.89,-0.54,0.64,0.11
20111026,0.0182,0.82,-0.05,-0.13,0.22
20111027,0.0182,0.24,0.26,-0.05,0.1
20111028,0.0182,1.74,-0.23,0.38,-0.07
20111031,0.0182,-0.11,-0.46,0.77,0.03
20111101,0.0128,0.01,-0.08,0.03,0.06
20111102,0.0128,1.46,-0.14,0.22,-0.53
20111103,0.0128,0.24,-0.16,0.32,0.75
20111104,0.0128,0.75,-0.01,0.1,0.33
20111107,0.0128,-0.72,-0.08,0.45,0.25
20111108,0.0128,-0.42,0.47,-0.65,-0.14
20111109,0.0128,1,-0.33,0.69,-0.43
20111110,0.0128,-1.65,0.23,0.33,0.45
20111111,0.0128,-0.03,0.06,-0.04,0.4
20111114,0.0128,2.02,-0.03,0.53,-0.19
20111115,0.0128,0.07,-0.46,0.6,0.62
20111116,0.0128,-2.52,0.12,0.05,0.17
20111117,0.0128,-0.14,-0.03,0.38,-0.07
20111118,0.0128,-2.14,0.56,-0.66,-0.13
20111121,0.0128,-0.04,0.07,0.13,0.14
20111122,0.0128,-0.09,-0.27,-0.08,-0.33
20111123,0.0128,-0.66,0.17,0.34,0.39
20111124,0.0128,0.08,0.24,-0.17,-0.3
20111125,0.0128,-0.7,0.07,0.01,0.05
20111128,0.0128,0.12,0.21,-0.03,0.05
20111129,0.0128,1.29,-0.11,0.3,-0.19
20111130,0.0128,-3.36,0.91,-0.79,0.12
20111201,0.0133,2.27,-0.02,-0.24,-0.41
20111202,0.0133,-1.3,0.89,-0.64,1.09
20111205,0.0133,-1.62,1.23,-1.61,1.69
20111206,0.0133,-0.2,0.01,0.24,-0.54
20111207,0.0133,0.3,-0.14,-0.04,-0.47
20111208,0.0133,-0.06,-0.11,0.05,-0.51
20111209,0.0133,-0.69,0.4,-0.25,0.39
20111212,0.0133,-1.09,0.28,-0.16,0.15
20111213,0.0133,-2.11,1.22,-1.72,0.57
20111214,0.0133,-1.04,0.8,-1.03,0.25
20111215,0.0133,-2.16,0.65,-0.46,0.32
20111216,0.0133,2.21,-0.06,0.7,-1.08
20111219,0.0133,-0.2,-0.16,0.37,-0.9
20111220,0.0133,-0.17,0.43,-0.13,0.67
20111221,0.0133,-1.4,1.12,-1.07,0.94
20111222,0.0133,-0.34,0.81,-1.43,0.07
20111223,0.0133,0.79,0.08,0.1,-0.1
20111226,0.0133,-0.76,0.13,0.23,0.28
20111227,0.0133,-1.41,0.65,-1.56,1.12
20111228,0.0133,0.04,0.1,-0.96,0.37
20111229,0.0133,0.16,0.44,-0.07,0.14
20111230,0.0133,1.35,-0.3,0.24,-0.56
20120104,0.0195,-1.74,0.75,-0.65,0.22
20120105,0.0195,-1.57,1.94,-2.64,-0.16
20120106,0.0195,0.59,0.14,-0.31,-0.2
20120109,0.0195,3.05,-0.63,1.08,0.58
20120110,0.0195,2.97,-1.04,0.83,0.55
20120111,0.0195,-0.38,-0.42,0.59,-0.12
20120112,0.0195,-0.17,-0.08,0,0.17
20120113,0.0195,-1.87,0.87,-2.03,-0.19
20120116,0.0195,-2.1,0.88,-1.16,0.32
20120117,0.0195,4.38,-1.16,0.65,0.9
20120118,0.0195,-1.74,0.19,-0.71,0.84
20120119,0.0195,1.3,0.31,-0.56,0.09
20120120,0.0195,1.14,0.25,0.15,-0.44
20120130,0.0195,-1.35,-0.52,0.86,-0.12
20120131,0.0195,0.22,0.3,-0.06,-0.27
20120201,0.013,-1.01,0.19,0.47,0.11
20120202,0.013,1.94,-0.12,0.08,-0.69
20120203,0.013,0.91,-0.39,1.02,-0.08
20120206,0.013,0.2,-0.1,0.83,0.03
20120207,0.013,-1.71,-0.03,-0.1,-0.08
20120208,0.013,2.52,-0.5,0.06,-0.18
20120209,0.013,0.18,-0.35,0.62,0.27
20120210,0.013,0.17,-0.33,0.42,0.65
20120213,0.013,0.2,-0.52,1.18,-0.12
20120214,0.013,-0.26,0.05,0.36,0.37
20120215,0.013,1.03,-0.76,0.62,0.28
20120216,0.013,-0.44,-0.15,0.4,0.32
20120217,0.013,-0.07,-0.12,-0.32,-0.11
20120220,0.013,0.26,0.24,0.07,-0.18
20120221,0.013,0.84,-0.26,0.3,-0.25
20120222,0.013,1.22,-0.27,0.77,0.01
20120223,0.013,0.3,0.24,0,0.17
20120224,0.013,1.33,-0.12,-0.07,0.41
20120227,0.013,0.3,-0.23,-0.26,-0.07
20120228,0.013,-0.02,0.29,-0.89,0.26
20120229,0.013,-1.06,0.32,-0.27,-0.23
20120301,0.0133,0.01,-0.25,0.73,-0.45
20120302,0.0133,1.62,-0.44,0.21,-0.87
20120305,0.0133,-0.51,-0.4,0.89,-0.13
20120306,0.0133,-1.33,-0.49,0.48,-0.28
20120307,0.0133,-0.61,0.08,0.22,-0.09
20120308,0.0133,1.14,-0.36,0.25,-0.3
20120309,0.0133,1.02,0.09,0.33,0.12
20120312,0.0133,-0.09,-0.23,0.55,-0.01
20120313,0.0133,0.91,-0.04,0.12,-0.03
20120314,0.0133,-3.01,1.49,-1.47,1.4
20120315,0.0133,-0.74,0.92,-0.33,0.99
20120316,0.0133,1.56,-0.54,0.92,-0.22
20120319,0.0133,0.42,-0.6,1.16,-0.24
20120320,0.0133,-1.61,-0.01,-0.74,0.89
20120321,0.0133,0.03,-0.41,0.23,0.02
20120322,0.0133,-0.17,0.05,0.03,0.07
20120323,0.0133,-1.3,0.16,-0.82,0.53
20120326,0.0133,0.02,0.27,-0.13,0.45
20120327,0.0133,-0.28,0.19,0.2,-0.36
20120328,0.0133,-2.98,1.05,-1.75,0.8
20120329,0.0133,-1.47,0.54,-0.77,0.34
20120330,0.0133,0.27,0.13,-0.73,0.28
20120405,0.0166,2.09,-0.98,0.73,-1.34
20120406,0.0166,0.26,-0.48,0.7,-0.07
20120409,0.0166,-0.95,0.16,-0.07,0.62
20120410,0.0166,0.87,-0.4,0.21,0.06
20120411,0.0166,0.13,-0.18,0.58,0.18
20120412,0.0166,1.84,0.07,0.3,-0.03
20120413,0.0166,0.38,-0.37,0.34,0.05
20120416,0.0166,-0.15,-0.19,0.49,0.32
20120417,0.0166,-1.06,0.28,-0.4,0.27
20120418,0.0166,1.99,-0.3,0.23,-0.11
20120419,0.0166,-0.21,0.17,0.16,-0.02
20120420,0.0166,1.05,-0.17,-0.18,0.31
20120423,0.0166,-0.99,0.15,-0.68,1.21
20120424,0.0166,-0.19,0.45,-0.61,0.9
20120425,0.0166,0.77,-0.41,0.85,0.49
20120426,0.0166,-0.1,-0.13,-0.65,-0.13
20120427,0.0166,-0.33,0.69,-0.45,-0.12
20120502,0.0133,1.84,0.59,-0.85,0.1
20120503,0.0133,0.23,0.29,0.13,-0.39
20120504,0.0133,0.64,-0.41,0.15,-0.06
20120507,0.0133,0.25,-0.02,0.6,-0.28
20120508,0.0133,-0.18,-0.36,0.41,0.01
20120509,0.0133,-1.71,-0.24,0,0.17
20120510,0.0133,0.14,-0.24,0.1,0.2
20120511,0.0133,-0.63,0.14,0.03,0.31
20120514,0.0133,-0.59,-0.05,0.35,-0.08
20120515,0.0133,-0.19,0.25,-0.06,-0.31
20120516,0.0133,-1.3,0.03,0.34,0.12
20120517,0.0133,1.36,0.1,-0.07,-0.7
20120518,0.0133,-1.48,0.13,-0.17,0.23
20120521,0.0133,0.21,0.11,-0.44,0.48
20120522,0.0133,1.19,-0.03,0.08,-0.71
20120523,0.0133,-0.32,-0.06,-0.16,-0.6
20120524,0.0133,-0.66,-0.01,0.01,0.44
20120525,0.0133,-0.81,-0.37,-0.43,0.39
20120528,0.0133,1.35,0.18,-0.03,-0.27
20120529,0.0133,1.26,-0.53,0.08,-0.32
20120530,0.0133,-0.15,-0.05,0.42,-0.08
20120531,0.0133,-0.29,-0.15,0.51,-0.28
20120601,0.0134,0.01,0.36,-0.15,0.02
20120604,0.0134,-2.78,0.58,-0.82,0.19
20120605,0.0134,0.01,0.07,-0.07,0.23
20120606,0.0134,-0.13,0.15,-0.21,0.2
20120607,0.0134,-0.51,0.12,-0.03,-0.03
20120608,0.0134,-0.42,0.02,0.05,0.15
20120611,0.0134,1.42,-0.2,0.31,-0.48
20120612,0.0134,-0.61,0.03,0.12,0.11
20120613,0.0134,1.54,0.12,0.32,-0.46
20120614,0.0134,-0.61,0.35,0.06,0.33
20120615,0.0134,0.32,0.44,-0.11,0.23
20120618,0.0134,0.62,-0.04,0.33,-0.31
20120619,0.0134,-0.72,0.04,0.17,0.21
20120620,0.0134,-0.17,0.24,0.06,0.37
20120621,0.0134,-1.42,0.31,-0.03,0.23
20120625,0.0134,-1.94,1.08,-0.35,0.39
20120626,0.0134,-0.03,-0.01,-0.05,-0.02
20120627,0.0134,-0.2,0.36,0.01,-0.02
20120628,0.0134,-0.97,0.78,-0.49,-0.03
20120629,0.0134,1.36,0.23,-0.18,-0.32
20120702,0.0116,0.34,-0.39,0.75,-0.68
20120703,0.0116,0.2,0.24,0.3,0.13
20120704,0.0116,-0.19,0.14,-0.11,0.07
20120705,0.0116,-1.3,0.83,-0.94,-0.75
20120706,0.0116,1.39,-0.36,0.11,-0.25
20120709,0.0116,-2.3,0.08,-0.57,-0.56
20120710,0.0116,-0.46,0.44,-0.67,0.84
20120711,0.0116,0.62,0.01,0.11,0.11
20120712,0.0116,0.81,-0.33,0.44,0.29
20120713,0.0116,-0.1,0.36,-0.43,-0.34
20120716,0.0116,-2.15,1.46,-1.88,-0.53
20120717,0.0116,0.56,-0.03,0.21,0.38
20120718,0.0116,0.29,-0.1,0.67,0.42
20120719,0.0116,0.73,-0.16,0.6,0.5
20120720,0.0116,-0.78,-0.01,0.5,-0.02
20120723,0.0116,-1.21,-0.11,0.22,-0.03
20120724,0.0116,0.39,-0.26,0.46,0.01
20120725,0.0116,-0.54,0.16,-0.23,-0.14
20120726,0.0116,-0.57,0.17,-0.34,0.32
20120727,0.0116,-0.05,0.28,-0.41,0.57
20120730,0.0116,-0.98,1.45,-1.22,-0.1
20120731,0.0116,-0.52,1.38,-1.22,-1.2
20120801,0.0109,1.11,-0.3,0.49,-0.29
20120802,0.0109,-0.66,0.05,-0.01,-0.04
20120803,0.0109,1.23,-0.28,0.95,-0.1
20120806,0.0109,1.34,-0.83,1.02,-0.2
20120807,0.0109,0.28,-0.88,0.81,0.46
20120808,0.0109,0.03,0.15,-0.26,0.38
20120809,0.0109,0.86,-0.08,0.49,-0.73
20120810,0.0109,-0.3,-0.26,0.36,0.5
20120813,0.0109,-1.65,0.43,-0.33,-0.11
20120814,0.0109,0.38,-0.01,0.9,0.25
20120815,0.0109,-1.01,-0.09,-0.19,0.19
20120816,0.0109,-0.47,0.18,-0.3,0.46
20120817,0.0109,-0.05,-0.01,0.39,0.6
20120820,0.0109,-0.24,-0.09,0.72,-0.2
20120821,0.0109,0.71,-0.42,1.01,-0.23
20120822,0.0109,-0.61,0.11,0.27,0
20120823,0.0109,0.25,-0.4,0.71,0.69
20120824,0.0109,-1.25,0.41,-0.89,0.05
20120827,0.0109,-1.86,0.67,-0.03,0.01
20120828,0.0109,0.68,0.1,0.37,0.33
20120829,0.0109,-0.91,0.1,0.65,0.27
20120830,0.0109,-0.51,0.65,-1.31,0.47
20120831,0.0109,-0.14,-0.09,0.61,-0.42
20120903,0.0122,0.98,-0.08,0.61,-1.24
20120904,0.0122,-0.86,0.18,0.09,-0.35
20120905,0.0122,-0.11,-0.33,0.85,-0.44
20120906,0.0122,0.76,-0.12,0.35,0.32
20120907,0.0122,3.78,-0.3,-0.63,0.16
20120910,0.0122,0.48,-0.5,0.63,-0.33
20120911,0.0122,-0.59,-0.39,0.23,-0.06
20120912,0.0122,0.33,-0.46,0.32,0.16
20120913,0.0122,-0.93,0.11,-0.43,0.43
20120914,0.0122,0.51,-0.03,-0.54,0.57
20120917,0.0122,-2.3,0.36,-0.66,0.2
20120918,0.0122,-0.74,0.32,0.52,-0.29
20120919,0.0122,0.46,-0.38,0.39,0.25
20120920,0.0122,-2.3,0.72,-1.01,0.69
20120921,0.0122,-0.11,0.06,-0.84,0.12
20120924,0.0122,0.44,-0.12,0.03,-0.17
20120925,0.0122,-0.28,0.5,-0.47,-0.27
20120926,0.0122,-1.5,0.56,-1.17,0.48
20120927,0.0122,2.63,0.3,-0.54,-0.23
20120928,0.0122,1.59,-0.31,0,-0.36
20121008,0.014,-0.61,-0.35,0.66,-0.15
20121009,0.014,2.14,-0.15,0.56,-0.13
20121010,0.014,0.38,-0.93,0.65,-0.02
20121011,0.014,-0.99,0.6,-0.64,0.52
20121012,0.014,0,0.21,0.08,0.39
20121015,0.014,-0.4,0.49,-0.42,0.14
20121016,0.014,0.07,-0.1,0.12,0.16
20121017,0.014,0.25,0.1,0.15,0.12
20121018,0.014,1.38,0.01,0.25,-0.04
20121019,0.014,-0.18,0.08,-0.04,0
20121022,0.014,0.27,0.04,0.26,0.02
20121023,0.014,-1.06,-0.36,0.27,0.31
20121024,0.014,-0.09,-0.46,0.01,0.21
20121025,0.014,-0.76,0.18,-0.35,0.14
20121026,0.014,-1.79,0.58,-0.21,0.18
20121029,0.014,-0.31,0.24,0.13,0.16
20121030,0.014,0.17,0.4,-0.14,0.28
20121031,0.014,0.36,0,-0.02,0.17
20121101,0.0111,1.77,-0.4,-0.08,-0.13
20121102,0.0111,0.49,-0.07,0.09,0.17
20121105,0.0111,-0.26,-0.03,0.06,-0.03
20121106,0.0111,-0.46,-0.05,-0.37,-0.09
20121107,0.0111,-0.08,0.03,-0.01,0.13
20121108,0.0111,-1.82,1.03,-0.75,0.22
20121109,0.0111,-0.24,0.16,0.08,-0.13
20121112,0.0111,0.45,-0.06,0.45,-0.05
20121113,0.0111,-1.65,0.32,-0.45,0.43
20121114,0.0111,0.33,-0.34,-0.3,-0.05
